player,kills,deaths,adr,kast,rating,team_on,team_against,map
try,16,20,58.0,60.7%,0.75,9z,fnatic,Ancient
dexter,14,18,62.0,65.4%,0.81,MOUZ,9INE,Nuke
tabseN,15,15,89.3,86.4%,1.33,BIG,Heroic,Overpass
JOTA,20,19,65.6,80.0%,1.07,Imperial,TheMongolz,Mirage
Lucky,25,24,73.1,65.7%,1.07,HEET,ALTERNATE aTTaX,Overpass
aVN,12,20,62.5,68.2%,0.65,Zero Tenacity,ENCE Academy,Overpass
SHiNE,15,18,58.2,62.1%,0.86,EYEBALLERS,BIG Academy,Overpass
mwlky,15,23,51.9,57.7%,0.7,Into the Win,HEET,Ancient
MistR,15,12,63.3,79.2%,1.16,Astralis Talent,Nexus,Inferno
TMB,22,24,72.0,80.6%,0.97,Copenhagen Flames,Sampi,Overpass
nEMANHA,15,22,68.0,55.6%,0.71,Zero Tenacity,PROSPECTS,Inferno
kwezz,12,20,71.3,69.6%,0.78,Tricked,ECLOT,Anubis
ultimate,17,17,64.5,72.4%,1.01,PGE Turow,Enterprise,Mirage
keiz,19,12,61.7,88.5%,1.21,ARCTIC,Paquetá,Inferno
NEKIZ,14,21,72.2,66.7%,0.87,paiN,Strife,Vertigo
podi,17,14,65.2,79.3%,1.01,ENCE Academy,BLINK,Vertigo
dgt,25,17,68.4,80.0%,1.18,9z,BESTIA,Mirage
vanessa,15,19,65.0,78.6%,0.91,Shimmer,Detonate SparX,Ancient
drg,11,9,86.9,82.4%,1.28,Sharks,Case,Mirage
S3NSEY,15,10,65.0,81.0%,1.19,BIG Academy,ENCE Academy,Overpass
HYPERI1,12,19,65.2,52.2%,0.69,BLINK,Nexus,Mirage
MarKE,19,27,69.7,65.7%,0.93,Nouns,Party Astronauts,Nuke
Cooper,18,15,59.0,65.4%,0.98,Mythic,timbermen,Anubis
DeStiNy,23,20,74.0,63.3%,1.02,Paquetá,Solid,Anubis
kNgV-,17,17,72.6,78.6%,1.09,O PLANO,INTZ,Mirage
eDi,19,23,79.7,63.3%,0.99,VISU,Sampi,Overpass
Lucaozy,18,17,63.2,76.7%,1.01,Fluxo,RED Canids,Nuke
aliStair,20,15,66.7,73.1%,1.2,Grayhound,VERTEX,Mirage
HYPERI1,8,18,46.8,36.8%,0.41,BLINK,Sampi,Mirage
cJ,13,15,61.7,81.5%,0.96,Nouns,Party Astronauts,Mirage
ben1337,23,29,71.2,61.9%,0.9,Party Astronauts,ATK,Inferno
cynic,16,16,74.7,66.7%,1.12,Nouns,Detonate,Overpass
n9xtz,16,12,79.1,75.0%,1.22,00NATION,Fluxo,Inferno
Aaron,10,17,61.2,47.8%,0.63,DomiNation,LDLC,Vertigo
darko,18,20,70.4,77.8%,1.01,PGE Turow,AGO,Ancient
hyped,12,20,58.1,52.2%,0.67,BIG,Vitality,Overpass
Elfern,18,14,75.0,68.2%,1.15,VISU,Sampi,Nuke
Tapewaare,13,17,55.8,61.5%,0.81,Apeks Rebels,Nexus,Nuke
PerX,16,9,69.5,73.9%,1.26,ALTERNATE aTTaX,BLINK,Ancient
SELLTER,25,25,65.8,74.3%,0.97,Aurora,Eternal Fire,Inferno
S1rva,18,16,82.2,61.5%,1.15,ENCE Academy,JANO,Mirage
coldzera,14,22,67.3,64.0%,0.77,00NATION,9z,Inferno
BobZ,17,26,69.6,55.9%,0.85,INTZ,Fluxo,Nuke
viz,26,30,80.3,73.8%,0.98,Party Astronauts,Nouns,Overpass
J3nsyy,15,7,78.7,83.3%,1.42,MASONIC,JANO,Ancient
Minnie,16,19,68.6,77.8%,1.08,GUILD,G2 Oya,Inferno
Enzo,20,16,67.3,70.4%,1.08,AGO,ESCA,Vertigo
NBK-,20,19,84.2,70.4%,1.07,Falcons,B8,Ancient
darko,18,18,80.3,74.1%,1.08,PGE Turow,Cryptova,Ancient
simke,30,34,70.4,68.8%,0.96,Zero Tenacity,sYnck,Inferno
ZOREE,9,11,45.0,76.2%,0.98,JANO,Enterprise,Nuke
Xyp9x,10,15,50.6,65.4%,0.82,Astralis,Spirit,Overpass
BNK,10,20,55.2,76.9%,0.76,yologang420,Cryptova,Overpass
darko,13,14,58.0,76.0%,0.99,PGE Turow,Cryptova,Ancient
bobeksde,12,19,65.5,45.8%,0.66,PROSPECTS,BLINK,Vertigo
kensizor,18,19,63.4,68.0%,0.88,IKLA,AGO,Overpass
hardzao,13,18,64.6,76.7%,0.9,paiN,FURIA,Mirage
oSee,15,10,56.8,72.0%,1.07,Liquid,Nouns,Nuke
Kimmy,17,21,66.1,77.8%,0.91,Detonate SparX,Shimmer,Inferno
ZEDKO,19,25,69.7,66.7%,0.88,SINNERS,Cryptova,Overpass
ropz,22,22,67.2,67.6%,0.97,FaZe,MOUZ,Inferno
sinnopsyy,17,13,86.4,73.9%,1.21,Bad News Eagles,GamerLegion,Vertigo
bLitz,16,21,81.8,46.4%,0.77,TheMongolz,Grayhound,Ancient
NAF,7,15,57.5,65.0%,0.68,Liquid,FURIA,Mirage
zqkS,9,18,54.0,63.6%,0.55,Flamengo,Nouns,Mirage
meyern,14,21,60.0,57.7%,0.74,BESTIA,MIBR,Inferno
neaLaN,11,19,63.5,63.0%,0.72,Evil Geniuses,Paquetá,Overpass
zyored,14,19,90.1,68.2%,0.93,Cryptova,ECLOT,Overpass
Andrew,20,24,73.5,66.7%,0.99,Furious,Boca Juniors,Ancient
volt,20,12,84.8,78.3%,1.29,Into the Breach,B8,Vertigo
SHOCK,15,12,68.8,72.7%,1.16,SINNERS,Sampi,Nuke
tN1R,23,18,73.2,78.6%,1.17,Websterz,MOON,Mirage
bodyy,11,19,75.5,62.5%,0.69,Falcons,GamerLegion,Mirage
shinobi,13,21,73.9,76.9%,0.88,Eruption,Twisted Minds,Anubis
leaf,13,17,58.4,70.4%,0.83,Coalesce,JANO,Anubis
KD69z,17,10,71.4,82.6%,1.38,Twisted Minds,VERTEX,Inferno
reck,15,22,64.4,64.3%,0.75,yur,Nouns,Overpass
yel,13,14,65.1,73.1%,0.93,Paquetá,Solid,Anubis
FRANAR,10,17,50.0,61.9%,0.72,WINDINGO,Boca Juniors,Nuke
anarkez,15,17,71.6,75.0%,1.1,ECLOT,Sampi,Overpass
H4SAN4TOR,11,22,74.2,65.4%,0.73,HYDRA,MOON,Ancient
cptkurtka023,17,21,72.4,58.6%,0.91,B8,fnatic,Ancient
beastik,8,17,39.5,50.0%,0.56,SINNERS,Cryptova,Anubis
boX,11,16,54.8,78.6%,0.95,Websterz,Forward,Inferno
JUST,12,21,57.7,66.7%,0.71,SAW,OG,Inferno
XELLOW,14,9,55.3,77.3%,1.18,Sprout,Viperio,Anubis
Kristou,19,19,88.3,75.0%,1.09,Astralis Talent,Zero Tenacity,Inferno
Peppzor,8,20,48.0,40.9%,0.42,EYEBALLERS,LDLC,Ancient
asran,17,21,82.0,57.7%,0.88,AGO,BLINK,Anubis
Djoko,23,24,64.9,65.7%,0.95,HEET,PALOMA,Vertigo
MoDo,19,22,44.9,61.1%,0.77,Nexus,Apeks Rebels,Ancient
TOAO,14,16,62.2,54.2%,0.82,Illuminar,NtK,Nuke
Xyp9x,15,16,70.7,75.9%,0.99,Astralis,Cloud9,Overpass
degster,16,12,61.9,75.0%,1.06,OG,fnatic,Ancient
Valencio,18,24,62.1,76.5%,0.94,ECLOT,empire goblins,Anubis
remix,3,17,24.1,33.3%,0.28,ODDIK,Fuscão 1500,Overpass
nicks,12,22,58.9,55.6%,0.66,MIBR Academy,FURIA Academy,Vertigo
God6y,13,21,62.2,65.4%,0.78,GHR,BIG Academy,Inferno
Ax1Le,18,11,91.8,68.4%,1.34,Cloud9,BIG,Mirage
bevve,16,21,71.6,52.0%,0.76,FROGS,Into the Bin,Mirage
mezii,21,23,70.2,63.9%,0.94,fnatic,Ninjas in Pyjamas,Ancient
degster,19,16,74.6,70.4%,1.13,OG,GODSENT,Ancient
JAEPE,21,22,71.1,82.8%,1.05,Make Your Destiny,Arcadia,Anubis
lenci,16,19,63.1,75.9%,0.94,Boca Juniors,FURIA Academy,Ancient
zevy,18,17,73.1,75.0%,1.08,paiN,Liquid,Mirage
Adam9130,17,12,74.5,81.0%,1.26,Into the Bin,Choppers,Mirage
Anlelele,19,23,66.9,80.6%,0.94,MASONIC,BIG Academy,Vertigo
hyped,19,16,74.2,75.0%,1.11,BIG,9INE,Overpass
REZ,12,18,55.2,63.0%,0.7,Ninjas in Pyjamas,Cloud9,Overpass
gla1ve,15,13,65.0,68.2%,1.1,Astralis,GODSENT,Ancient
prosus,22,26,63.5,71.4%,0.9,BIG Academy,JANO,Anubis
saffee,15,22,58.2,65.5%,0.71,FURIA,EG Black,Inferno
saadzin,11,17,49.7,63.6%,0.71,CARECAS,Desorganizados,Nuke
FaNg,11,17,58.7,70.4%,0.81,Complexity,Imperial,Overpass
ArtFr0st,14,18,51.2,64.0%,0.72,Spirit Academy,Monte,Vertigo
Enzo,17,23,89.3,59.3%,0.87,AGO,EPIC DUDES,Ancient
headtr1ck,12,15,40.1,65.2%,0.74,Ninjas in Pyjamas,Cloud9,Vertigo
ZOREE,18,16,64.7,66.7%,0.97,JANO,Make Your Destiny,Inferno
AcilioN,20,20,77.4,80.8%,1.12,undefined,Fourteen,Vertigo
draken,19,17,63.7,56.0%,1.01,GODSENT,fnatic,Anubis
S0tF1k,13,19,64.3,65.5%,0.86,Spirit Academy,Endpoint,Mirage
aris,17,20,61.2,55.6%,0.75,Strife,ATK,Overpass
mezii,18,20,73.2,60.7%,0.95,fnatic,9INE,Nuke
steel,16,14,96.6,63.6%,1.27,Case,MIBR Academy,Nuke
Pipw,22,20,75.2,75.9%,1.12,Insilio,Into the Bin,Ancient
Kind0,20,19,77.5,57.1%,1.04,iNation,EYEBALLERS,Overpass
hardzao,12,17,58.0,76.9%,0.97,paiN,MIBR,Vertigo
naitte,19,21,76.3,71.4%,0.97,ODDIK,Boca Juniors,Ancient
Nea,11,19,58.2,54.5%,0.64,GUILD,Flames Shieldmaidens,Overpass
ManeschijnX,12,19,56.0,64.0%,0.74,Astralis fe,NIP Impact,Overpass
robiin,20,17,64.4,73.3%,1.02,Into the Bin,Zero Tenacity,Inferno
REZ,15,12,56.5,81.8%,1.09,Ninjas in Pyjamas,OG,Overpass
KalubeR,13,19,71.0,47.8%,0.66,Partizan,PALOMA,Mirage
RAiLWAY,15,22,82.1,69.0%,0.96,K23,ROYALS,Mirage
Ex3rcice,24,19,82.0,70.4%,1.12,HEET,Iron Branch,Anubis
arTisT,11,18,54.0,61.9%,0.64,Viperio,ENCE Academy,Ancient
reck,19,21,57.8,60.7%,0.89,ATK,EG Black,Inferno
HexT,19,8,91.8,85.7%,1.47,EG Black,Vendetta,Inferno
RuStY,19,15,79.3,72.0%,1.13,GODSENT,EPIC DUDES,Inferno
detr0ittJ,14,9,60.7,81.8%,1.15,RED Canids,Fuscão 1500,Ancient
maxster,14,13,53.6,67.9%,0.95,Young Ninjas,MOUZ NXT,Ancient
ArtFr0st,20,12,69.3,88.5%,1.23,Spirit Academy,PROSPECTS,Vertigo
arTisT,17,22,62.5,66.7%,0.82,Viperio,BLINK,Vertigo
tabseN,9,17,51.5,65.4%,0.8,BIG,GODSENT,Inferno
Ro1f,15,16,70.1,62.5%,1.01,PROSPECTS,NtK,Inferno
HENU,18,18,85.5,70.8%,1.14,ENCE Academy,Zero Tenacity,Mirage
nettik,11,22,56.6,61.5%,0.65,Rooster,e-LEMON-ators,Vertigo
J0LZ,19,30,56.3,63.4%,0.7,Strife,Vendetta,Inferno
junior,10,18,53.5,52.2%,0.61,EG Black,ATK,Inferno
reck,19,18,66.1,66.7%,0.93,ATK,Vendetta,Inferno
Lack1,12,19,78.8,61.9%,0.78,Aurora,Apeks,Anubis
pavv,18,14,72.2,66.7%,1.14,Boca Juniors,CARECAS,Inferno
NickelBack,20,21,69.0,73.3%,1.01,1WIN,Falcons,Nuke
pz,15,13,72.9,56.0%,1.04,VERTEX,sunday school,Inferno
Trucklover86,15,16,59.6,75.0%,0.95,Mythic,Davenport University,Overpass
SBT,10,16,57.8,60.9%,0.73,Arcadia,HYDRA,Nuke
niki1,14,21,57.4,69.0%,0.81,500,Partizan,Inferno
Elizabeth,18,23,67.4,66.7%,0.91,9 Pandas Fearless,NIP Impact,Anubis
morelz,16,23,75.1,69.0%,0.95,Illuminar,BIG Academy,Mirage
Kobe,21,20,85.6,76.7%,1.1,DeadWeight,Arena,Anubis
fl0m,13,17,55.9,63.3%,0.85,Mythic,Take Flyte,Ancient
HUGHMUNGUS,18,26,64.0,48.6%,0.76,better than you,Arena,Inferno
RiFT,21,18,54.7,65.5%,0.92,Davenport University,Cartel terraza,Anubis
Cyrix,17,16,58.9,73.1%,1.03,Snakes Den,Limitless,Nuke
mlhzin,15,19,68.0,58.3%,0.82,Hype,Fuscão 1500,Ancient
leFluff,12,18,55.1,72.4%,0.87,Atlantic,Þór,Anubis
emi,21,20,62.1,68.6%,0.95,Partizan,Coalesce,Anubis
broky,23,11,67.0,88.0%,1.33,FaZe,Natus Vincere,Mirage
chay,13,16,69.5,80.0%,1.04,Sharks,Flamengo,Ancient
Boombl4,11,23,63.6,66.7%,0.75,1WIN,Monte,Nuke
bobeksde,15,17,69.4,85.2%,1.02,PROSPECTS,Young Ninjas,Overpass
t9rnay,15,14,86.1,81.8%,1.27,RED Canids,ODDIK,Anubis
niki1,14,13,75.8,83.3%,1.18,500,Insilio,Ancient
Ro1f,17,25,67.0,61.1%,0.88,PROSPECTS,Iron Branch,Overpass
suNny,29,36,68.8,68.8%,0.94,Believe,Budapest Five,Vertigo
hazr,19,19,92.7,77.8%,1.15,VERTEX,Rooster,Overpass
nicx,16,20,81.1,72.0%,1.06,Take Flyte,1 JIN,Vertigo
kmrn,16,13,84.5,79.2%,1.24,Limitless,Cartel terraza,Nuke
delboNi,15,17,68.7,85.2%,1.07,Flamengo,RED Canids,Ancient
chay,15,15,72.2,81.0%,1.19,Sharks,Meta,Vertigo
Jyo,17,20,71.7,55.6%,0.79,K23,SAW,Nuke
Kylar,17,13,78.2,77.3%,1.21,9INE,1WIN,Overpass
c0llins,12,14,55.8,73.1%,1.06,Partizan,ECSTATIC,Anubis
r1see,17,14,48.3,75.0%,0.99,ODDIK,RED Canids,Nuke
shalfey,8,18,51.5,54.5%,0.52,FORZE,FaZe,Mirage
jR,12,20,60.5,45.8%,0.65,Iron Branch,Spirit Academy,Inferno
Raijin,21,19,71.9,77.1%,1.15,K23,Astralis Talent,Anubis
aliStair,14,11,61.2,70.8%,1.07,Grayhound,VERTEX,Vertigo
BRACE,19,16,72.7,79.3%,1.1,VERTEX,Rooster,Overpass
brunakiller,22,28,63.3,66.7%,0.82,W7M fe,MIBR fe,Mirage
Spinx,16,21,76.3,73.3%,0.95,Vitality,ENCE,Vertigo
milky,17,21,81.1,65.4%,0.96,Believe,Coalesce,Mirage
Surreal,23,23,82.7,70.6%,1.13,Endpoint,PROSPECTS,Vertigo
zAAz,14,17,80.1,75.0%,1.06,G2 Oya,Angels,Vertigo
kraghen,12,18,49.8,64.3%,0.76,ECSTATIC,BIG Academy,Anubis
Sapec,15,19,69.9,66.7%,0.92,EYEBALLERS,SAW,Vertigo
Rainwaker,9,12,69.2,80.0%,1.06,500,Viperio,Overpass
DemQQ,13,8,79.8,85.7%,1.3,Monte,PALOMA,Vertigo
buster,14,13,62.0,76.9%,1.03,Cloud9,MOUZ,Mirage
k4sl-,19,21,46.6,80.6%,0.97,Insilio,PROSPECTS,Vertigo
casey,15,19,73.8,75.9%,0.98,PALOMA,ECLOT,Vertigo
Queenix,15,13,65.9,85.2%,1.11,ECSTATIC,Illuminar,Nuke
ChildKing,22,14,86.0,68.0%,1.23,Wings Up,Clutch,Anubis
donk,14,20,53.7,62.5%,0.65,Spirit Academy,Monte,Vertigo
SHOCK,12,21,61.2,58.3%,0.69,SINNERS,BIG Academy,Overpass
SaVage,15,14,87.3,75.0%,1.2,Encore,e-LEMON-ators,Inferno
dare,28,30,69.6,57.1%,0.95,timbermen,Strife,Overpass
HexT,17,19,60.6,63.3%,0.94,EG Black,ATK,Vertigo
baz,14,15,59.2,76.0%,0.95,Spirit Academy,LDLC,Overpass
xertioN,18,17,84.5,78.3%,1.18,MOUZ,paiN,Ancient
AhaNg,12,17,70.8,45.0%,0.73,Newhappy,IHC,Mirage
ScrunK,14,19,71.3,62.5%,0.78,Sangal,Monte,Ancient
oxygeN,15,14,74.7,87.0%,1.26,359,AGO,Mirage
fury5k,19,26,73.9,60.7%,0.87,Eruption,Clutch,Nuke
gas,13,19,65.9,58.3%,0.76,Wings Up,Lynn Vision,Nuke
X5G7V,19,13,75.7,91.7%,1.25,K23,Viperio,Inferno
TMB,16,22,54.3,70.0%,0.84,Copenhagen Flames,LDLC,Overpass
Jerry,16,25,54.2,65.7%,0.79,FORZE,1WIN,Overpass
dobbo,15,26,51.0,55.6%,0.67,Into the Bin,PALOMA,Mirage
fr3nd,16,21,59.0,63.3%,0.86,Let us cook,EYEBALLERS,Anubis
s1mple,16,12,76.4,80.0%,1.2,Natus Vincere,00NATION,Mirage
DEPRESHN,20,20,59.0,69.4%,1.0,iNation,Nexus,Inferno
k1to,20,20,75.7,75.0%,1.14,BIG,HAVU,Mirage
Techno,18,15,87.5,72.7%,1.27,IHC,Clutch,Overpass
roz,8,19,50.1,50.0%,0.55,Fuscão 1500,RED Canids,Ancient
Walco,17,12,93.5,77.3%,1.28,EG Black,timbermen,Vertigo
darchevile,9,20,57.1,47.8%,0.6,AGO,SINNERS,Vertigo
realz1n,18,18,68.5,76.7%,1.02,RED Canids,Corinthians,Nuke
X5G7V,19,21,75.5,70.0%,0.97,K23,BIG Academy,Overpass
niki1,13,19,53.2,76.9%,0.84,500,Endpoint,Overpass
Altekz,13,13,71.4,79.2%,1.14,Astralis Talent,359,Overpass
SHOOWTiME,18,16,94.0,83.3%,1.36,Flamengo,WINDINGO,Ancient
N20AmZ,21,20,75.2,69.2%,1.09,Melly Madness,REIGN,Inferno
Feral,17,21,66.8,73.3%,0.95,X13,7AM NA,Overpass
b0RUP,19,20,71.5,67.9%,1.04,Copenhagen Flames,ECSTATIC,Vertigo
bubble,7,17,38.1,42.9%,0.54,359,1WIN,Mirage
Buzz,19,20,74.2,78.6%,1.12,Astralis,Spirit,Ancient
beastik,10,18,45.3,45.5%,0.56,SINNERS,MOUZ NXT,Nuke
AZR,13,22,53.8,73.1%,0.75,Sprout,Copenhagen Flames,Ancient
dgt,15,10,72.6,86.4%,1.23,9z,O PLANO,Nuke
kauez,21,20,72.8,71.4%,1.12,FURIA Academy,paiN Academy,Vertigo
shz,17,21,67.0,76.7%,0.89,O PLANO,Fluxo,Mirage
SLIGHT,16,14,62.3,73.1%,1.09,Detonate,timbermen,Overpass
ABM,13,18,62.1,65.2%,0.74,Furious,Corinthians,Inferno
jR,18,21,56.5,60.0%,0.85,Iron Branch,B8,Ancient
Sobol,18,17,77.0,76.9%,1.15,HONORIS,K23,Inferno
djay,17,22,52.0,73.5%,0.84,ATK,Astralis,Inferno
supar,12,18,64.1,72.0%,0.8,sunday school,Encore,Nuke
Tauson,15,22,65.5,61.5%,0.8,MASONIC,XI,Overpass
Hatz,15,19,55.6,67.9%,0.83,Encore,VERTEX,Nuke
Feral,19,17,71.0,77.8%,1.07,X13,Snakes Den,Ancient
ckzao,17,16,73.2,71.4%,1.07,RED Canids,Corinthians,Inferno
advent,8,15,33.6,47.8%,0.6,Rare Atom,Natus Vincere,Overpass
darchevile,11,20,50.2,77.8%,0.75,AGO,Nexus,Vertigo
Jerry,20,17,69.5,75.0%,1.14,FORZE,Sangal,Ancient
Patti,18,20,71.1,76.7%,1.03,Astralis Talent,BIG Academy,Vertigo
togs,17,24,72.9,66.7%,0.88,Sharks,Fluxo,Mirage
sl3nd,10,19,50.0,57.1%,0.56,MOUZ NXT,HEET,Ancient
madss,20,10,80.2,80.0%,1.36,CLG Red,Shimmer,Inferno
decenty,21,19,80.0,76.7%,1.14,O PLANO,CARECAS,Mirage
Gafolo,14,12,61.7,72.0%,1.04,Sharks,Meta,Ancient
Buzz,16,21,56.4,67.9%,0.87,Astralis,Natus Vincere,Inferno
detr0ittJ,12,16,45.4,64.3%,0.8,RED Canids,ARCTIC,Nuke
spooke,10,20,62.2,52.0%,0.66,PROSPECTS,B8,Ancient
naz,14,20,61.0,64.3%,0.84,FUSION,Paquetá,Nuke
buda,6,22,45.8,53.6%,0.56,9z,fnatic,Ancient
xertioN,12,19,54.5,57.7%,0.72,MOUZ,9INE,Nuke
hyped,8,10,35.3,77.3%,0.82,BIG,Heroic,Overpass
boltz,15,19,70.0,66.7%,1.01,Imperial,TheMongolz,Mirage
xReal,16,27,58.9,60.0%,0.71,HEET,ALTERNATE aTTaX,Overpass
Cjoffo,1,18,30.3,50.0%,0.34,Zero Tenacity,ENCE Academy,Overpass
Peppzor,15,21,59.9,65.5%,0.82,EYEBALLERS,BIG Academy,Overpass
dobbo,11,21,55.9,61.5%,0.61,Into the Win,HEET,Ancient
Patti,13,12,58.5,79.2%,0.97,Astralis Talent,Nexus,Inferno
birdfromsky,15,25,54.1,55.6%,0.73,Copenhagen Flames,Sampi,Overpass
aVN,13,22,61.7,48.1%,0.63,Zero Tenacity,PROSPECTS,Inferno
PR1mE,11,18,50.4,56.5%,0.66,Tricked,ECLOT,Anubis
b1elany,18,20,68.5,65.5%,0.96,PGE Turow,Enterprise,Mirage
MaLLby,6,15,43.9,76.9%,0.79,ARCTIC,Paquetá,Inferno
biguzera,16,21,59.8,70.4%,0.84,paiN,Strife,Vertigo
S1rva,14,21,52.5,55.2%,0.79,ENCE Academy,BLINK,Vertigo
buda,17,23,55.5,68.6%,0.86,9z,BESTIA,Mirage
Lx,15,19,55.1,78.6%,0.83,Shimmer,Detonate SparX,Ancient
togs,14,11,69.5,88.2%,1.18,Sharks,Case,Mirage
ArroW,12,10,69.7,76.2%,1.05,BIG Academy,ENCE Academy,Overpass
BledarD,10,19,45.4,69.6%,0.58,BLINK,Nexus,Mirage
Bwills,18,24,53.8,65.7%,0.84,Nouns,Party Astronauts,Nuke
Trucklover86,12,19,64.7,61.5%,0.91,Mythic,timbermen,Anubis
nython,17,20,60.2,60.0%,0.96,Paquetá,Solid,Anubis
Yangue,8,22,53.8,78.6%,0.73,O PLANO,INTZ,Mirage
Elfern,11,26,42.2,63.3%,0.51,VISU,Sampi,Overpass
felps,15,19,68.3,73.3%,0.94,Fluxo,RED Canids,Nuke
Sico,12,16,61.8,69.2%,0.78,Grayhound,VERTEX,Mirage
deb0,7,19,52.8,36.8%,0.38,BLINK,Sampi,Mirage
Bwills,17,18,67.5,63.0%,0.94,Nouns,Party Astronauts,Mirage
PwnAlone,21,28,52.6,66.7%,0.86,Party Astronauts,ATK,Inferno
MarKE,15,16,59.3,70.4%,0.94,Nouns,Detonate,Overpass
nqz,12,13,43.8,66.7%,0.83,00NATION,Fluxo,Inferno
bodito,10,17,45.1,47.8%,0.57,DomiNation,LDLC,Vertigo
b1elany,17,17,73.1,77.8%,0.99,PGE Turow,AGO,Ancient
faveN,6,19,39.4,56.5%,0.48,BIG,Vitality,Overpass
oopee,12,15,62.3,63.6%,0.96,VISU,Sampi,Nuke
Trax,9,18,35.3,46.2%,0.5,Apeks Rebels,Nexus,Nuke
slaxz-,13,11,65.3,69.6%,1.17,ALTERNATE aTTaX,BLINK,Ancient
Lack1,12,28,41.5,60.0%,0.55,Aurora,Eternal Fire,Inferno
myltsi,13,15,60.5,65.4%,0.85,ENCE Academy,JANO,Mirage
nqz,11,16,43.3,60.0%,0.7,00NATION,9z,Inferno
desh,17,24,58.5,52.9%,0.79,INTZ,Fluxo,Nuke
chop,22,33,59.0,61.9%,0.71,Party Astronauts,Nouns,Overpass
fr0slev,13,11,86.2,83.3%,1.22,MASONIC,JANO,Ancient
Nea,20,18,64.9,63.0%,0.96,GUILD,G2 Oya,Inferno
tomiko,17,20,78.3,59.3%,1.05,AGO,ESCA,Vertigo
kennyS,15,17,68.6,66.7%,0.99,Falcons,B8,Ancient
kadziu,18,16,70.3,74.1%,1.05,PGE Turow,Cryptova,Ancient
aVN,30,34,66.3,68.8%,0.87,Zero Tenacity,sYnck,Inferno
Alxc,11,10,54.6,71.4%,0.98,JANO,Enterprise,Nuke
gla1ve,11,13,40.8,65.4%,0.79,Astralis,Spirit,Overpass
Lipton,10,21,49.5,61.5%,0.63,yologang420,Cryptova,Overpass
kadziu,10,18,51.3,76.0%,0.83,PGE Turow,Cryptova,Ancient
Ro1f,9,21,46.9,62.5%,0.54,PROSPECTS,BLINK,Vertigo
uQlutzavr,12,17,56.0,64.0%,0.72,IKLA,AGO,Overpass
zevy,16,20,55.9,63.3%,0.8,paiN,FURIA,Mirage
nitr0,14,14,67.4,76.0%,1.06,Liquid,Nouns,Nuke
Bouchard,15,21,66.6,70.4%,0.85,Detonate SparX,Shimmer,Inferno
SHOCK,16,26,51.3,58.3%,0.68,SINNERS,Cryptova,Overpass
karrigan,12,28,49.9,64.7%,0.58,FaZe,MOUZ,Inferno
rigoN,15,17,87.0,82.6%,1.18,Bad News Eagles,GamerLegion,Vertigo
Bart4k,13,21,55.5,57.1%,0.74,TheMongolz,Grayhound,Ancient
YEKINDAR,8,16,43.3,60.0%,0.57,Liquid,FURIA,Mirage
n1ssim,6,18,37.3,54.5%,0.44,Flamengo,Nouns,Mirage
deco,11,22,61.8,46.2%,0.58,BESTIA,MIBR,Inferno
HexT,14,19,54.7,63.0%,0.7,Evil Geniuses,Paquetá,Overpass
PR,9,19,57.9,68.2%,0.68,Cryptova,ECLOT,Overpass
ABM,15,26,67.4,63.3%,0.75,Furious,Boca Juniors,Ancient
CRUC1AL,15,13,73.2,91.3%,1.19,Into the Breach,B8,Vertigo
oskar,13,11,68.2,72.7%,1.12,SINNERS,Sampi,Nuke
sugaR,12,17,61.9,57.1%,0.83,Websterz,MOON,Mirage
kennyS,10,18,53.7,62.5%,0.67,Falcons,GamerLegion,Mirage
fury5k,13,20,62.0,57.7%,0.77,Eruption,Twisted Minds,Anubis
dox,8,19,46.5,59.3%,0.65,Coalesce,JANO,Anubis
BLACKEAGLE,12,9,62.1,78.3%,1.18,Twisted Minds,VERTEX,Inferno
d4rty,11,23,52.2,64.3%,0.65,yur,Nouns,Overpass
nython,14,15,59.8,69.2%,0.91,Paquetá,Solid,Anubis
PREDI,5,19,53.3,47.6%,0.48,WINDINGO,Boca Juniors,Nuke
K1-FiDa,14,13,50.5,75.0%,0.94,ECLOT,Sampi,Overpass
fozil,13,22,60.1,57.7%,0.69,HYDRA,MOON,Ancient
OWNER,10,21,48.8,69.0%,0.71,B8,fnatic,Ancient
oskar,5,16,35.7,55.0%,0.53,SINNERS,Cryptova,Anubis
sugaR,9,19,46.9,64.3%,0.64,Websterz,Forward,Inferno
story,14,19,48.2,51.9%,0.68,SAW,OG,Inferno
lauNX,14,17,79.5,81.8%,1.08,Sprout,Viperio,Anubis
R0nic,10,19,33.5,60.7%,0.61,Astralis Talent,Zero Tenacity,Inferno
flusha,7,20,44.5,40.9%,0.32,EYEBALLERS,LDLC,Ancient
maaryy,13,18,66.2,73.1%,0.87,AGO,BLINK,Anubis
xReal,16,25,53.0,62.9%,0.82,HEET,PALOMA,Vertigo
BTN,18,29,54.3,52.8%,0.67,Nexus,Apeks Rebels,Ancient
bnox,8,15,55.5,66.7%,0.77,Illuminar,NtK,Nuke
gla1ve,13,16,56.2,79.3%,0.98,Astralis,Cloud9,Overpass
NEOFRAG,14,18,66.0,60.7%,0.86,OG,fnatic,Ancient
K1-FiDa,18,24,68.4,70.6%,0.92,ECLOT,empire goblins,Anubis
naitte,4,17,34.1,38.9%,0.28,ODDIK,Fuscão 1500,Overpass
